mall_id,name,region,operator,lat,lon,A_dining_count,A_dining_score,B_fitness_count,B_fitness_score,C_engagement_count,C_engagement_score,D_healthcare_count,D_healthcare_score,E_infra_count,E_infra_score,F_partnership_score,pop_catchment,senior_pop_catchment,reach_population_score,mrt_count,bus_count,accessibility_score,engagement_gap_score
29,Orchard Gateway,Central,Oversea-Chinese Banking Corporation,1.300443252795456,103.8394427800415,8,3.864734299516908,1,14.285714285714285,0,0.0,2,11.76470588235294,10,2.100840336134454,0.0,19000.0,2250.0,8.462103824315118,33,7,35.7606344628695,100.0
30,Palais Renaissance,Central,City Developments Limited,1.306654845431923,103.8295880451874,4,1.932367149758454,4,57.14285714285714,0,0.0,1,5.88235294117647,0,0.0,0.0,29800.0,4210.0,13.922414828582923,20,4,18.96178803172314,100.0
31,The Paragon,Central,Unknown,1.303872308799947,103.8358575454689,8,3.864734299516908,3,42.857142857142854,0,0.0,8,47.05882352941176,0,0.0,0.0,19260.0,2670.0,8.949521524341241,28,7,32.33597692862293,100.0
32,People's Park Centre,Central,Management Corporation Strata Title 0393,1.285770099818055,103.8439801228374,19,9.178743961352657,1,14.285714285714285,1,50.0,4,23.52941176470588,93,19.537815126050422,0.0,25930.0,5480.0,13.84899880231885,58,11,63.41023792357606,50.0
33,People's Park Complex,Central,People's Park Development,1.284133971784198,103.8425199726656,2,0.966183574879227,0,0.0,1,50.0,0,0.0,57,11.974789915966387,0.0,43370.0,9620.0,23.597290252066024,57,10,60.09372746935833,50.0
34,Plaza Singapura,Central,DBS Land,1.300747709639166,103.8450475734307,35,16.908212560386474,1,14.285714285714285,0,0.0,3,17.647058823529413,133,27.941176470588236,0.0,19450.0,3440.0,9.747859940050974,31,4,26.49603460706561,100.0
35,Raffles City,Central,Tincel Properties,1.293893578633135,103.8531199046559,32,15.458937198067632,1,14.285714285714285,0,0.0,4,23.52941176470588,10,2.100840336134454,0.0,7130.0,1410.0,3.715609274013643,52,17,75.0901225666907,100.0
37,Sim Lim Square,Central,Unknown,1.303024260571796,103.8530378140664,6,2.898550724637681,0,0.0,0,0.0,2,11.76470588235294,0,0.0,0.0,43080.0,10010.0,23.873296152386985,53,14,67.88031723143474,100.0
38,The South Beach,Central,Unknown,1.294988043920564,103.856276242094,24,11.594202898550725,1,14.285714285714285,0,0.0,1,5.88235294117647,5,1.050420168067227,0.0,6920.0,1750.0,3.970459263203237,39,16,63.55443403028118,100.0
39,Square 2,Central,Unknown,1.320705109568455,103.8441607096606,56,27.053140096618357,2,28.57142857142857,0,0.0,16,94.11764705882352,10,2.100840336134454,0.0,55210.0,10020.0,27.91370108253635,5,6,13.950973323720259,100.0
40,Suntec City,Central,Unknown,1.29485990186642,103.860333693777,42,20.28985507246377,0,0.0,0,0.0,5,29.411764705882355,0,0.0,0.0,11530.0,3460.0,7.135102271273042,30,9,38.968997837058396,100.0
41,Tanjong Pagar Centre,Central,Unknown,1.276583606968434,103.8459363035937,16,7.729468599033816,0,0.0,1,50.0,4,23.52941176470588,15,3.1512605042016806,0.0,28210.0,6800.0,15.866997410186379,63,12,69.46647440519106,50.0
42,Tekka Centre,Central,Unknown,1.306247229149706,103.8499560339021,3,1.4492753623188406,0,0.0,0,0.0,2,11.76470588235294,3,0.6302521008403361,0.0,35650.0,7540.0,19.045901239578082,41,5,35.97692862292718,100.0
43,Tiong Bahru Plaza,Central,Unknown,1.286458894728254,103.8270152561934,47,22.705314009661837,0,0.0,1,50.0,9,52.94117647058824,41,8.61344537815126,0.0,79090.0,17070.0,42.58052029855757,13,7,22.0620043258832,50.0
44,Thomson Plaza,Central,Unknown,1.354669024964243,103.830919782333,55,26.570048309178745,1,14.285714285714285,0,0.0,10,58.82352941176471,12,2.5210084033613445,0.0,29390.0,6000.0,15.49527235498985,10,4,12.112472963229992,100.0
46,VivoCity,Central,Unknown,1.264293167839738,103.8223046936493,46,22.22222222222222,1,14.285714285714285,0,0.0,2,11.76470588235294,69,14.495798319327733,0.0,15770.0,3800.0,8.868708491177092,8,4,10.742609949531362,100.0
47,Wheelock Place,Central,Unknown,1.304676287302523,103.8306420275763,19,9.178743961352657,3,42.857142857142854,0,0.0,6,35.294117647058826,0,0.0,0.0,29940.0,4220.0,13.97848555507694,23,9,34.17447728911319,100.0
48,Wisma Atria,Central,Unknown,1.303704774261485,103.8332057528079,9,4.3478260869565215,1,14.285714285714285,0,0.0,1,5.88235294117647,0,0.0,0.0,35610.0,4960.0,16.56920993989233,26,7,30.966113914924293,100.0
49,Bedok Mall,East,Unknown,1.324736327847299,103.929256259998,69,33.33333333333333,0,0.0,1,50.0,8,47.05882352941176,0,0.0,0.0,81840.0,16700.0,43.14108025188925,3,6,12.581110310021629,50.0
50,Century Square,East,Unknown,1.35236829566862,103.9438123022526,40,19.32367149758454,1,14.285714285714285,2,100.0,3,17.647058823529413,10,2.100840336134454,0.0,210650.0,31420.0,100.0,9,9,24.58543619322278,0.0
